#;Callsign;Departure_Time;Unnamed: 3;Destination Info;Origin Info;Origin;Dest;Routing;Aircraft Type;Cruise Speed (knots);Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path
4681;MH616;18.00.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;20:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4682;MH610;18.00.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4683;OD806;18.00.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4684;WY824;18.00.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL240;01:00:00;08:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4685;OD804;18.00.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;13:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4686;MI340;18.00.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A319;450;390;FL260;01:00:00;17:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4687;OD808;18.01.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;18:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4688;MI320;18.01.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;07:00:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4689;3K683;18.01.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4690;AK700;18.01.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4691;AK702;18.01.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4692;3K663;18.01.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4693;TR2454;18.02.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4694;MI326;18.02.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4695;AK704;18.02.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4696;AK706;18.02.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;12:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4697;MI328;18.02.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4698;3K685;18.02.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4699;AK710;18.03.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;14:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4700;AK712;18.03.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;15:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4701;MI330;18.03.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;16:25:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4702;AK714;18.03.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4703;TR2464;18.03.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4704;AK716;18.03.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4705;TR2466;18.04.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4706;3K687;18.04.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4707;MI342;18.04.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:00:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4708;AK718;18.04.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4709;AK720;18.04.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;22:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4710;SQ106;18.04.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;09:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4711;SQ116;18.05.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;17:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4712;SQ118;18.05.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;19:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4713;MH602;18.05.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;07:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4714;MI322;18.05.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;08:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4715;MI324;18.05.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4716;MH604;18.05.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4717;MH614;18.06.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;12:05:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4718;MH628;18.06.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;13:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4719;MH606;18.06.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;14:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4720;OD802;18.06.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;15:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4721;MH624;18.06.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;16:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4722;MH620;18.06.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;17:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4723;MH608;18.07.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;19:05:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4724;MH616;18.07.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;20:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4725;MH610;18.07.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4726;OD806;18.07.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;22:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4727;WY824;18.07.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL240;01:00:00;08:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4728;OD804;18.07.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;13:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4729;MI340;18.08.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A319;450;390;FL260;01:00:00;17:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4730;OD808;18.08.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B739;460;410;FL240;01:00:00;18:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4731;MI320;18.08.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;07:00:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4732;3K683;18.08.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4733;AK700;18.08.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;08:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4734;AK702;18.08.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4735;3K663;18.09.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4736;TR2454;18.09.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;10:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4737;MI326;18.09.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4738;AK704;18.09.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;11:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4739;AK706;18.09.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;12:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4740;MI328;18.09.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4741;3K685;18.10.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;13:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4742;AK710;18.10.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;14:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4743;AK712;18.10.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;15:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4744;MI330;18.10.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;16:25:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4745;AK714;18.10.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4746;TR2464;18.10.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;17:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4747;AK716;18.11.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4748;TR2466;18.11.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4749;3K687;18.11.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;20:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4750;MI342;18.11.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:00:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4751;AK718;18.11.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;21:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4752;AK720;18.11.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A320;450;410;FL260;01:00:00;22:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4753;SQ106;18.12.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;09:30:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4754;SQ116;18.12.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;17:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4755;SQ118;18.12.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;A330;470;410;FL200;01:00:00;19:45:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4756;MH602;18.12.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;07:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4757;MI322;18.12.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;08:10:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4758;MI324;18.12.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4759;MH604;18.13.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;10:50:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4760;MH614;18.13.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;12:05:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4761;MH628;18.13.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;13:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4762;MH606;18.13.30;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;14:40:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4763;OD802;18.13.40;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;15:20:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4764;MH624;18.13.50;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;16:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4765;MH620;18.14.00;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;17:35:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4766;MH608;18.14.10;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;19:05:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
4767;MH616;18.14.20;;WMKK;WSSS;(SIN);(KUL);WSSS_WMKK;B738;460;410;FL240;01:00:00;20:15:00;[WSSS, VTK ,VJR,GUPTA,VKL,WMKK]
